年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2006,Ｊ２,第９節第１日,04/15(土),15:04,柏,0-1,神戸,柏,"8,387",スカイパーフェクＴＶ！／千葉テレビ（録）
2006,Ｊ２,第９節第１日,04/15(土),19:04,水戸,0-0,鳥栖,笠松,"1,569",スカイパーフェクＴＶ！
2006,Ｊ１,第８節第２日,04/16(日),15:04,磐田,3-0,広島,ヤマハ,"11,788",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第２日,04/16(日),15:05,川崎Ｆ,3-1,大宮,等々力,"11,149",ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,サテライトリーグ Ｂグループ,第３日,04/16(日),14:01,Ｆ東京,2-4,新潟,江戸川,668,
2006,サテライトリーグ Ｄグループ,第３日,04/16(日),14:00,清水,2-3,横浜FM,三保Ｇ,365,
2006,サテライトリーグ Ｅグループ,第４日,04/16(日),14:01,Ｃ大阪,1-2,福岡,南津守,500,
2006,サテライトリーグ Ｆグループ,第１日,04/16(日),14:00,大分,0-2,Ｇ大阪,大分スＡ,"1,845",
2006,Ｊ２,第１０節第１日,04/18(火),19:04,柏,1-3,山形,柏,"5,553",千葉テレビ／スカイパーフェクＴＶ！
2006,Ｊ２,第１０節第１日,04/18(火),19:04,横浜FC,2-1,神戸,三ツ沢,"3,286",スカイパーフェクＴＶ！
2006,Ｊ２,第１０節第１日,04/18(火),19:04,湘南,4-3,草津,平塚,"3,584",スカイパーフェクＴＶ！
2006,Ｊ２,第１０節第１日,04/18(火),19:04,徳島,0-0,札幌,鳴門,"2,221",スカイパーフェクＴＶ！
2006,Ｊ２,第１０節第１日,04/18(火),19:04,鳥栖,4-1,愛媛,鳥栖,"4,121",スカイパーフェクＴＶ！
2006,Ｊ２,第１０節第１日,04/18(火),19:06,仙台,3-0,東京Ｖ,ユアスタ,"13,549",スカイパーフェクＴＶ！
2006,Ｊ１,第９節第１日,04/22(土),14:00,名古屋,0-2,川崎Ｆ,瑞穂陸,"11,810",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),14:03,Ｇ大阪,1-0,Ｆ東京,万博,"15,103",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),15:00,大宮,2-2,大分,駒場,"6,162",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),15:04,京都,1-2,鹿島,西京極,"12,295",Ｊ　ＳＰＯＲＴＳ／ＫＢＳ京都（録）
2006,Ｊ１,第９節第１日,04/22(土),15:04,広島,1-1,Ｃ大阪,広島ビ,"6,794",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),15:05,千葉,0-0,磐田,フクアリ,"15,184",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),19:04,清水,2-1,浦和,静岡,"23,406",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第１１節第１日,04/22(土),13:04,札幌,1-2,柏,函館,"6,608",スカイパーフェクＴＶ！
2006,Ｊ２,第１１節第１日,04/22(土),14:04,山形,0-3,仙台,山形県,"11,142",ＮＨＫ山形／スカイパーフェクＴＶ！／ＮＨＫ仙台（録）
2006,Ｊ２,第１１節第１日,04/22(土),14:04,水戸,2-1,徳島,笠松,"1,667",ＮＨＫ水戸＊／ＮＨＫ徳島／スカイパーフェクＴＶ！
2006,Ｊ２,第１１節第１日,04/22(土),14:04,草津,0-0,横浜FC,群馬陸,"6,110",スカイパーフェクＴＶ！／群馬テレビ（録）
2006,Ｊ２,第１１節第１日,04/22(土),14:04,愛媛,1-2,湘南,愛媛陸,"2,091",スカイパーフェクＴＶ！
2006,Ｊ２,第１１節第１日,04/22(土),15:04,神戸,3-1,東京Ｖ,神戸ウイ,"6,082",スカイパーフェクＴＶ！
2006,Ｊ１,第９節第２日,04/23(日),15:04,甲府,1-0,横浜FM,小瀬,"14,615",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第２日,04/23(日),15:05,福岡,2-0,新潟,博多球,"8,667",ＢＳ－ｉ／ＲＫＢ毎日放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,サテライトリーグ Ｃグループ,第２日,04/23(日),14:00,湘南,1-1,千葉,平塚,384,
2006,サテライトリーグ Ｅグループ,第５日,04/23(日),14:00,Ｃ大阪,2-1,鳥栖,南津守,480,
2006,サテライトリーグ Ｅグループ,第５日,04/23(日),14:07,神戸,0-5,京都,三木陸,358,
2006,ＹＮＣ 予選Ａグループ,第３日,04/26(水),19:00,Ｆ東京,1-2,横浜FM,味スタ,"11,690",フジテレビ７３９／ＭＸテレビ（録）
2006,ＹＮＣ 予選Ａグループ,第３日,04/26(水),19:00,福岡,1-3,浦和,博多球,"7,614",
2006,ＹＮＣ 予選Ｂグループ,第３日,04/26(水),19:00,川崎Ｆ,4-1,京都,等々力,"5,029",フジテレビ７３９（録）
2006,ＹＮＣ 予選Ｂグループ,第３日,04/26(水),19:00,大分,1-0,鹿島,九石ド,"9,876",
2006,ＹＮＣ 予選Ｃグループ,第３日,04/26(水),19:00,清水,1-2,新潟,日本平,"6,367",
2006,ＹＮＣ 予選Ｃグループ,第３日,04/26(水),19:00,広島,3-4,千葉,広島ス,"2,694",
2006,ＹＮＣ 予選Ｄグループ,第４日,04/26(水),19:00,大宮,2-3,磐田,駒場,"5,155",フジテレビ７３９（録）
2006,ＹＮＣ 予選Ｄグループ,第４日,04/26(水),19:00,甲府,1-1,名古屋,小瀬,"7,526",
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:00,鹿島,4-1,福岡,カシマ,"13,450",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:00,川崎Ｆ,2-2,清水,等々力,"13,300",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:02,Ｃ大阪,2-2,京都,長居,"20,268",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:04,浦和,2-0,大宮,埼玉,"54,774",ＢＳ／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:04,大分,0-3,千葉,九石ド,"20,543",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:06,横浜FM,2-1,広島,日産ス,"20,232",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),19:04,Ｆ東京,2-1,名古屋,味スタ,"22,188",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第１２節第１日,04/29(土・祝),13:04,東京Ｖ,2-0,札幌,西が丘,"4,239",スカイパーフェクＴＶ！／日本テレビ（録）／札幌テレビ（録）
2006,Ｊ２,第１２節第１日,04/29(土・祝),14:04,仙台,4-1,水戸,ユアスタ,"15,511",東日本放送／スカイパーフェクＴＶ！
2006,Ｊ２,第１２節第１日,04/29(土・祝),14:04,柏,4-0,徳島,柏,"7,076",スカイパーフェクＴＶ！／千葉テレビ（録）
2006,Ｊ２,第１２節第１日,04/29(土・祝),14:04,横浜FC,2-0,湘南,三ツ沢,"3,902",スカイパーフェクＴＶ！
2006,Ｊ２,第１２節第１日,04/29(土・祝),14:05,愛媛,0-0,草津,愛媛陸,"3,119",スカイパーフェクＴＶ！
2006,Ｊ２,第１２節第１日,04/29(土・祝),14:05,鳥栖,2-0,山形,鳥栖,"6,062",スカイパーフェクＴＶ！
2006,Ｊ１,第１０節第２日,04/30(日),13:04,磐田,2-0,甲府,ヤマハ,"14,642",静岡放送／テレビ山梨／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第２日,04/30(日),15:04,新潟,1-0,Ｇ大阪,新潟ス,"41,430",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),14:04,甲府,1-3,Ｆ東京,小瀬,"15,427",ＮＨＫ甲府／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),15:00,福岡,1-2,川崎Ｆ,博多球,"11,101",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),15:04,鹿島,0-1,大分,カシマ,"22,948",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),15:04,清水,1-0,Ｃ大阪,日本平,"18,241",テレビ静岡／スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),15:04,京都,1-1,新潟,西京極,"11,221",ＫＢＳ京都／Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１１節第１日,05/03(水・祝),16:03,千葉,2-0,浦和,フクアリ,"17,438",ＮＨＫ総合／ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),16:04,大宮,0-1,広島,駒場,"9,031",テレビ埼玉／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),19:04,名古屋,1-1,横浜FM,豊田ス,"25,687",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第１３節第１日,05/03(水・祝),13:04,山形,2-2,愛媛,山形県,"5,811",スカイパーフェクＴＶ！
2006,Ｊ２,第１３節第１日,05/03(水・祝),14:04,札幌,1-1,仙台,札幌厚別,"11,319",スカイパーフェクＴＶ！
2006,Ｊ２,第１３節第１日,05/03(水・祝),14:04,草津,1-0,水戸,群馬陸,"3,926",群馬テレビ／スカイパーフェクＴＶ！
2006,Ｊ２,第１３節第１日,05/03(水・祝),14:04,湘南,2-0,神戸,平塚,"8,372",スカイパーフェクＴＶ！
2006,Ｊ２,第１３節第１日,05/03(水・祝),14:04,徳島,0-0,鳥栖,鳴門,"5,023",スカイパーフェクＴＶ！
2006,Ｊ１,第１２節第１日,05/06(土),15:04,Ｆ東京,1-2,大宮,味スタ,"25,128",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),15:04,横浜FM,1-1,千葉,日産ス,"32,073",ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),15:04,磐田,2-2,名古屋,静岡,"36,376",ＮＨＫ静岡／Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１２節第１日,05/06(土),15:04,大分,2-1,京都,九石ド,"21,874",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),17:06,広島,1-0,福岡,広島ビ,"12,466",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),19:04,新潟,4-2,清水,新潟ス,"42,056",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),19:05,Ｇ大阪,2-0,甲府,万博,"18,193",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第１４節第１日,05/06(土),13:04,仙台,2-2,湘南,ユアスタ,"18,648",スカイパーフェクＴＶ！
2006,Ｊ２,第１４節第１日,05/06(土),14:03,水戸,3-1,札幌,笠松,"3,268",ＮＨＫ水戸＊／スカイパーフェクＴＶ！
2006,Ｊ２,第１４節第１日,05/06(土),14:04,柏,2-1,草津,柏,"8,340",スカイパーフェクＴＶ！／千葉テレビ（録）
2006,Ｊ２,第１４節第１日,05/06(土),14:04,横浜FC,1-0,徳島,三ツ沢,"4,848",スカイパーフェクＴＶ！
2006,Ｊ２,第１４節第１日,05/06(土),14:04,愛媛,0-0,東京Ｖ,愛媛陸,"6,491",ＮＨＫ松山／スカイパーフェクＴＶ！
2006,Ｊ２,第１４節第１日,05/06(土),15:04,神戸,0-0,鳥栖,神戸ウイ,"6,634",スカイパーフェクＴＶ！
2006,Ｊ１,第１２節第２日,05/07(日),15:04,浦和,4-0,鹿島,埼玉,"56,982",ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第２日,05/07(日),15:05,川崎Ｆ,1-0,Ｃ大阪,等々力,"9,430",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,サテライトリーグ Ｂグループ,第４日,05/07(日),14:00,新潟,3-1,草津,新潟陸,"2,064",
2006,サテライトリーグ Ｂグループ,第４日,05/07(日),14:01,Ｆ東京,3-0,山形,夢の島,653,
2006,サテライトリーグ Ｃグループ,第３日,05/07(日),15:31,千葉,2-0,柏,成田,272,
2006,サテライトリーグ Ｄグループ,第４日,05/07(日),14:00,横浜FM,2-0,名古屋,戸塚Ｇ,110,
2006,サテライトリーグ Ｅグループ,第６日,05/07(日),14:00,鳥栖,1-6,京都,佐賀,300,
2006,サテライトリーグ Ｅグループ,第６日,05/07(日),14:02,福岡,2-3,神戸,乃木浜,"1,356",
2006,サテライトリーグ Ｆグループ,第２日,05/07(日),13:01,大分,2-1,愛媛,大分スＡ,"1,468",
2006,ＹＮＣ 予選Ｄグループ,第５日,05/10(水),19:00,名古屋,1-2,大宮,瑞穂陸,"2,794",東海テレビ（録）／フジテレビ７３９（録）
2006,ＹＮＣ 予選Ｄグループ,第５日,05/10(水),19:02,甲府,0-1,Ｃ大阪,小瀬,"7,093",
2006,Ｊ２,第１３節第２日,05/10(水),19:04,東京Ｖ,0-2,横浜FC,味スタ,"9,255",スカイパーフェクＴＶ！／日本テレビ（録）
2006,サテライトリーグ Ｆグループ,第３日,05/13(土),14:04,愛媛,2-4,Ｇ大阪,愛媛陸,325,
2006,ＹＮＣ 予選Ａグループ,第４日,05/14(日),15:04,Ｆ東京,0-1,福岡,味スタ,"11,938",ＭＸテレビ
2006,ＹＮＣ 予選Ａグループ,第４日,05/14(日),16:00,横浜FM,1-2,浦和,日産ス,"34,310",フジテレビ７３９
2006,ＹＮＣ 予選Ｂグループ,第４日,05/14(日),15:00,鹿島,3-2,京都,カシマ,"6,715",
2006,ＹＮＣ 予選Ｂグループ,第４日,05/14(日),15:01,大分,0-2,川崎Ｆ,九石ド,"14,861",
2006,ＹＮＣ 予選Ｃグループ,第４日,05/14(日),13:04,清水,1-0,千葉,日本平,"10,664",テレビ静岡／フジテレビ７３９（録）
2006,ＹＮＣ 予選Ｃグループ,第４日,05/14(日),15:00,広島,0-0,新潟,広島ス,"4,287",
2006,ＹＮＣ 予選Ｄグループ,第６日,05/14(日),13:01,大宮,1-0,甲府,駒場,"5,521",フジテレビ７３９
2006,ＹＮＣ 予選Ｄグループ,第６日,05/14(日),19:00,名古屋,1-1,Ｃ大阪,瑞穂陸,"4,750",フジテレビ７３９
2006,Ｊ２,第１５節第１日,05/14(日),14:04,山形,2-1,草津,山形県,"3,826",スカイパーフェクＴＶ！
2006,Ｊ２,第１５節第１日,05/14(日),14:04,横浜FC,0-0,仙台,三ツ沢,"5,878",スカイパーフェクＴＶ！
2006,Ｊ２,第１５節第１日,05/14(日),14:04,湘南,5-0,徳島,平塚,"3,473",スカイパーフェクＴＶ！
2006,Ｊ２,第１５節第１日,05/14(日),14:05,札幌,1-6,神戸,札幌厚別,"6,903",テレビ北海道／スカイパーフェクＴＶ！
2006,Ｊ２,第１５節第１日,05/14(日),14:05,東京Ｖ,0-1,水戸,国立,"4,076",スカイパーフェクＴＶ！
2006,Ｊ２,第１５節第１日,05/14(日),14:05,鳥栖,2-2,柏,鳥栖,"7,047",スカイパーフェクＴＶ！
2006,ＹＮＣ 予選Ａグループ,第５日,05/17(水),19:00,Ｆ東京,0-0,浦和,味スタ,"19,098",フジテレビ７３９／ＭＸテレビ（録）
2006,ＹＮＣ 予選Ａグループ,第５日,05/17(水),19:00,福岡,1-1,横浜FM,博多球,"5,459",
2006,ＹＮＣ 予選Ｂグループ,第５日,05/17(水),19:00,川崎Ｆ,1-0,大分,等々力,"5,781",フジテレビ７３９（録）
2006,ＹＮＣ 予選Ｂグループ,第５日,05/17(水),19:01,京都,2-1,鹿島,西京極,"4,020",
2006,ＹＮＣ 予選Ｃグループ,第５日,05/17(水),19:00,広島,0-1,清水,広島ス,"2,070",
2006,ＹＮＣ 予選Ｄグループ,第７日,05/17(水),19:03,大宮,1-1,Ｃ大阪,駒場,"3,709",テレビ埼玉
2006,Ｊ２,第１６節第１日,05/17(水),19:04,札幌,2-2,鳥栖,札幌ド,"10,124",スカイパーフェクＴＶ！
2006,Ｊ２,第１６節第１日,05/17(水),19:04,山形,2-1,湘南,山形県,"2,845",スカイパーフェクＴＶ！
2006,Ｊ２,第１６節第１日,05/17(水),19:04,水戸,0-1,愛媛,ひたちな,"1,286",スカイパーフェクＴＶ！
2006,Ｊ２,第１６節第１日,05/17(水),19:04,草津,3-2,神戸,群馬陸,"1,627",群馬テレビ／スカイパーフェクＴＶ！
2006,Ｊ２,第１６節第１日,05/17(水),19:04,柏,2-1,仙台,柏,"6,041",千葉テレビ／スカイパーフェクＴＶ！
2006,ＹＮＣ 予選Ｃグループ,第６日,05/18(木),19:00,新潟,0-0,千葉,新潟ス,"32,552",フジテレビ７３９（録）
2006,ＹＮＣ 予選Ｄグループ,第８日,05/18(木),19:00,磐田,1-2,甲府,ヤマハ,"6,823",フジテレビ７３９
2006,Ｊ２,第１７節第１日,05/20(土),14:04,東京Ｖ,0-1,山形,味スタ,"5,148",スカイパーフェクＴＶ！／日本テレビ（録）
2006,Ｊ２,第１７節第１日,05/20(土),14:04,湘南,1-3,水戸,平塚,"3,504",スカイパーフェクＴＶ！
2006,Ｊ２,第１７節第１日,05/20(土),14:05,仙台,5-1,草津,ユアスタ,"14,103",スカイパーフェクＴＶ！
2006,Ｊ２,第１７節第１日,05/20(土),15:04,神戸,3-0,徳島,神戸ウイ,"5,467",スカイパーフェクＴＶ！
2006,Ｊ２,第１７節第１日,05/20(土),19:04,愛媛,0-1,柏,愛媛陸,"3,799",スカイパーフェクＴＶ！／ＮＨＫ松山（録）
2006,ＹＮＣ 予選Ａグループ,第６日,05/21(日),15:00,福岡,0-0,Ｆ東京,博多球,"5,971",
2006,ＹＮＣ 予選Ａグループ,第６日,05/21(日),15:02,浦和,4-2,横浜FM,埼玉,"43,129",フジテレビ７３９／テレビ埼玉（録）
2006,ＹＮＣ 予選Ｂグループ,第６日,05/21(日),15:00,川崎Ｆ,2-1,鹿島,等々力,"13,024",フジテレビ７３９（録）
2006,ＹＮＣ 予選Ｂグループ,第６日,05/21(日),15:00,京都,1-2,大分,岡山,"3,146",
2006,ＹＮＣ 予選Ｃグループ,第７日,05/21(日),15:00,千葉,1-0,清水,フクアリ,"12,298",
2006,ＹＮＣ 予選Ｃグループ,第７日,05/21(日),15:00,新潟,0-1,広島,新潟ス,"37,200",フジテレビ７３９（録）
2006,ＹＮＣ 予選Ｄグループ,第９日,05/21(日),15:00,Ｃ大阪,3-2,大宮,長居,"8,654",
2006,ＹＮＣ 予選Ｄグループ,第９日,05/21(日),15:01,磐田,2-1,名古屋,鴨池,"7,041",
2006,Ｊ２,第１７節第２日,05/21(日),14:06,鳥栖,0-0,横浜FC,鳥栖,"10,283",スカイパーフェクＴＶ！
2006,Ｊ２,第１６節第２日,05/24(水),19:04,徳島,2-0,東京Ｖ,鳴門,"4,060",スカイパーフェクＴＶ！
2006,サテライトリーグ Ｅグループ,第７日,05/24(水),15:00,鳥栖,0-0,福岡,佐賀,200,
2006,Ｊ２,第１８節第１日,05/27(土),14:04,山形,3-0,水戸,山形県,"4,298",スカイパーフェクＴＶ！
2006,Ｊ２,第１８節第１日,05/27(土),14:04,柏,2-1,札幌,柏,"8,594",スカイパーフェクＴＶ！／千葉テレビ（録）
2006,Ｊ２,第１８節第１日,05/27(土),14:04,東京Ｖ,2-0,湘南,西が丘,"2,982",スカイパーフェクＴＶ！
2006,Ｊ２,第１８節第１日,05/27(土),14:04,横浜FC,2-0,愛媛,三ツ沢,"2,753",スカイパーフェクＴＶ！
2006,Ｊ２,第１８節第１日,05/27(土),14:04,徳島,2-1,草津,鳴門,"2,776",スカイパーフェクＴＶ！
2006,Ｊ２,第１８節第２日,05/28(日),14:04,鳥栖,1-5,仙台,鳥栖,"6,363",スカイパーフェクＴＶ！
2006,サテライトリーグ Ａグループ,第４日,05/28(日),14:02,札幌,1-3,川崎Ｆ,宮の沢,856,
2006,サテライトリーグ Ｂグループ,第５日,05/28(日),14:01,新潟,0-0,山形,五十公野,"3,011",
2006,サテライトリーグ Ｃグループ,第４日,05/28(日),14:00,水戸,1-3,柏,水戸,526,
2006,Ｊ２,第１９節第１日,06/02(金),19:04,水戸,1-0,横浜FC,笠松,"2,638",スカイパーフェクＴＶ！
2006,Ｊ２,第１９節第１日,06/02(金),19:04,草津,0-4,東京Ｖ,群馬陸,"5,554",スカイパーフェクＴＶ！
2006,Ｊ２,第１９節第１日,06/02(金),19:04,愛媛,1-2,鳥栖,愛媛陸,"3,641",スカイパーフェクＴＶ！
2006,ＹＮＣ 決勝トーナメント,準々決勝　第１戦,06/03(土),15:05,浦和,4-3,川崎Ｆ,駒場,"19,292",スカイパーフェクＴＶ！／フジテレビ７３９（録）
2006,ＹＮＣ 決勝トーナメント,準々決勝　第１戦,06/03(土),19:05,横浜FM,2-1,磐田,日産ス,"9,946",スカイパーフェクＴＶ！／フジテレビ７３９（録）
2006,Ｊ２,第１９節第２日,06/03(土),14:04,札幌,2-2,山形,札幌ド,"12,425",ＮＨＫ札幌／スカイパーフェクＴＶ！
2006,Ｊ２,第１９節第２日,06/03(土),14:04,仙台,1-0,徳島,ユアスタ,"14,160",スカイパーフェクＴＶ！
2006,Ｊ２,第１９節第２日,06/03(土),15:04,神戸,1-0,湘南,神戸ウイ,"6,295",スカイパーフェクＴＶ！
2006,ＹＮＣ 決勝トーナメント,準々決勝　第１戦,06/04(日),15:05,Ｃ大阪,2-5,千葉,長居,"7,647",スカイパーフェクＴＶ！／フジテレビ７３９（録）
2006,ＹＮＣ 決勝トーナメント,準々決勝　第１戦,06/04(日),19:00,鹿島,0-0,Ｇ大阪,カシマ,"6,679",フジテレビ７３９
2006,ＹＮＣ 決勝トーナメント,準々決勝　第２戦,06/07(水),19:04,川崎Ｆ,2-1,浦和,等々力,"16,342",フジテレビ７３９
2006,Ｊ２,第２０節第１日,06/07(水),19:04,山形,1-2,横浜FC,山形県,"4,522",スカイパーフェクＴＶ！
2006,Ｊ２,第２０節第１日,06/07(水),19:04,草津,2-2,札幌,群馬陸,"2,116",群馬テレビ／スカイパーフェクＴＶ！
2006,Ｊ２,第２０節第１日,06/07(水),19:04,東京Ｖ,2-0,仙台,国立,"5,910",スカイパーフェクＴＶ！／日本テレビ（録）
